"gender","year","municipalities","value"
"Women","2020","Ljutomer",1496
"Women","2020","Log - Dragomer",254
"Women","2020","Logatec",1874
"Women","2020","Loška dolina",523
"Women","2020","Loški Potok",82
"Women","2020","Lovrenc na Pohorju",188
"Women","2020","Luče",124
"Women","2020","Lukovica",769
"Women","2020","Majšperk",185
"Women","2020","Makole",100
"Women","2020","Maribor",28997
"Women","2020","Markovci",325
"Women","2020","Medvode",1858
"Women","2020","Mengeš",1002
"Women","2020","Metlika",1172
"Women","2020","Mežica",537
"Women","2020","Miklavž na Dravskem polju",473
"Women","2020","Miren - Kostanjevica",487
"Women","2020","Mirna",383
"Women","2020","Mirna Peč",167
"Women","2020","Mislinja",257
"Women","2020","Mokronog - Trebelno",332
"Women","2020","Moravče",358
"Women","2020","Moravske Toplice",632
"Women","2020","Mozirje",528
"Women","2020","Murska Sobota",6291
"Women","2020","Muta",421
"Women","2020","Naklo",941
"Women","2020","Nazarje",1163
"Women","2020","Nova Gorica",6986
"Women","2020","Novo mesto",11590
"Women","2020","Odranci",344
"Women","2020","Oplotnica",287
"Women","2020","Ormož",1802
"Women","2020","Osilnica",14
"Women","2020","Pesnica",561
"Women","2020","Piran/Pirano",2958
"Women","2020","Pivka",754
"Women","2020","Podčetrtek",539
"Women","2020","Podlehnik",146
"Women","2020","Podvelka",127
"Women","2020","Poljčane",721
"Women","2020","Polzela",609
"Women","2020","Postojna",2738
"Women","2020","Prebold",1266
"Women","2020","Preddvor",310
"Women","2020","Prevalje",827
"Women","2020","Ptuj",6318
"Women","2020","Puconci",367
"Women","2020","Rače - Fram",616
"Women","2020","Radeče",461
"Women","2020","Radenci",624
"Women","2020","Radlje ob Dravi",935
"Women","2020","Radovljica",3469
"Women","2020","Ravne na Koroškem",1702
"Women","2020","Razkrižje",70
"Women","2020","Rečica ob Savinji",124
"Women","2020","Renče - Vogrsko",495
"Women","2020","Ribnica",1241
"Women","2020","Ribnica na Pohorju",40
"Women","2020","Rogaška Slatina",2333
"Women","2020","Rogašovci",167
"Women","2020","Rogatec",274
"Women","2020","Ruše",740
"Women","2020","Selnica ob Dravi",357
"Women","2020","Semič",558
"Women","2020","Sevnica",2477
"Women","2020","Sežana",2573
"Women","2020","Slovenj Gradec",4488
"Women","2020","Slovenska Bistrica",3288
"Women","2020","Slovenske Konjice",2307
"Women","2020","Sodražica",185
"Women","2020","Solčava",56
"Women","2020","Središče ob Dravi",114
"Women","2020","Starše",199
"Women","2020","Straža",297
"Women","2020","Sveta Ana",103
"Women","2020","Sveta Trojica v Slov. goricah",103
"Women","2020","Sveti Andraž v Slov. goricah",53
"Women","2020","Sveti Jurij ob Ščavnici",149
"Women","2020","Sveti Jurij v Slov. goricah",82
"Women","2020","Sveti Tomaž",57
"Women","2020","Šalovci",73
"Women","2020","Šempeter - Vrtojba",2296
"Women","2020","Šenčur",1004
"Women","2020","Šentilj",770
"Women","2020","Šentjernej",838
"Women","2020","Šentjur",2261
"Women","2020","Šentrupert",256
"Women","2020","Škocjan",186
"Women","2020","Škofja Loka",3955
"Women","2020","Škofljica",1008
"Women","2020","Šmarje pri Jelšah",1026
"Women","2020","Šmarješke Toplice",379
"Women","2020","Šmartno ob Paki",230
"Women","2020","Šmartno pri Litiji",535
"Women","2020","Šoštanj",1148
"Women","2020","Štore",378
"Women","2020","Tabor",78
"Women","2020","Tišina",171
"Women","2020","Tolmin",1666
"Women","2020","Trbovlje",1971
"Women","2020","Trebnje",1957
"Women","2020","Trnovska vas",56
"Women","2020","Trzin",2599
"Women","2020","Tržič",1563
"Women","2020","Turnišče",449
"Women","2020","Velenje",6891
"Women","2020","Velika Polana",90
"Women","2020","Velike Lašče",317
"Women","2020","Veržej",179
"Women","2020","Videm",296
"Women","2020","Vipava",871
"Women","2020","Vitanje",172
"Women","2020","Vodice",363
"Women","2020","Vojnik",927
"Women","2020","Vransko",287
"Women","2020","Vrhnika",1908
"Women","2020","Vuzenica",159
"Women","2020","Zagorje ob Savi",2063
"Women","2020","Zavrč",59
"Women","2020","Zreče",1549
"Women","2020","Žalec",3733
"Women","2020","Železniki",1086
"Women","2020","Žetale",55
"Women","2020","Žiri",1069
"Women","2020","Žirovnica",281
"Women","2020","Žužemberk",440
"Women","2021","Ajdovščina",2935
"Women","2021","Ankaran/Ancarano",624
"Women","2021","Apače",169
"Women","2021","Beltinci",561
"Women","2021","Benedikt",167
"Women","2021","Bistrica ob Sotli",107
"Women","2021","Bled",1413
"Women","2021","Bloke",81
"Women","2021","Bohinj",703
"Women","2021","Borovnica",295
"Women","2021","Bovec",559
"Women","2021","Braslovče",367
"Women","2021","Brda",400
"Women","2021","Brezovica",1609
"Women","2021","Brežice",3393
"Women","2021","Cankova",109
"Women","2021","Celje",13867
"Women","2021","Cerklje na Gorenjskem",1453
"Women","2021","Cerknica",1748
"Women","2021","Cerkno",728
"Women","2021","Cerkvenjak",126
"Women","2021","Cirkulane",171
"Women","2021","Črenšovci",231
"Women","2021","Črna na Koroškem",375
"Women","2021","Črnomelj",1925
"Women","2021","Destrnik",111
"Women","2021","Divača",356
"Women","2021","Dobje",96
"Women","2021","Dobrepolje",399
"Women","2021","Dobrna",421
"Women","2021","Dobrova - Polhov Gradec",617
"Women","2021","Dobrovnik/Dobronak",117
"Women","2021","Dol pri Ljubljani",590
"Women","2021","Dolenjske Toplice",341
"Women","2021","Domžale",5483
"Women","2021","Dornava",496
"Women","2021","Dravograd",1147
"Women","2021","Duplek",373
"Women","2021","Gorenja vas - Poljane",683
"Women","2021","Gorišnica",304
"Women","2021","Gorje",177
"Women","2021","Gornja Radgona",1821
"Women","2021","Gornji Grad",207
"Women","2021","Gornji Petrovci",212
"Women","2021","Grad",80
"Women","2021","Grosuplje",2771
"Women","2021","Hajdina",362
"Women","2021","Hoče - Slivnica",1210
"Women","2021","Hodoš/Hodos",14
"Women","2021","Horjul",409
"Women","2021","Hrastnik",1035
"Women","2021","Hrpelje - Kozina",610
"Women","2021","Idrija",2134
"Women","2021","Ig",895
"Women","2021","Ilirska Bistrica",1423
"Women","2021","Ivančna Gorica",1966
"Women","2021","Izola/Isola",2902
"Women","2021","Jesenice",3243
"Women","2021","Jezersko",66
"Women","2021","Juršinci",111
"Women","2021","Kamnik",3762
"Women","2021","Kanal",415
"Women","2021","Kidričevo",1405
"Women","2021","Kobarid",488
"Women","2021","Kobilje",27
"Women","2021","Kočevje",2061
"Women","2021","Komen",283
"Women","2021","Komenda",1707
"Women","2021","Koper/Capodistria",10234
"Women","2021","Kostanjevica na Krki",531
"Women","2021","Kostel",49
"Women","2021","Kozje",236
"Women","2021","Kranj",10596
"Women","2021","Kranjska Gora",797
"Women","2021","Križevci",460
"Women","2021","Krško",4225
"Women","2021","Kungota",313
"Women","2021","Kuzma",178
"Women","2021","Laško",1553
"Women","2021","Lenart",2137
"Women","2021","Lendava/Lendva",1364
"Women","2021","Litija",1650
"Women","2021","Ljubljana",115987
"Women","2021","Ljubno",366
"Women","2021","Ljutomer",1566
"Women","2021","Log - Dragomer",271
"Women","2021","Logatec",1998
"Women","2021","Loška dolina",539
"Women","2021","Loški Potok",86
"Women","2021","Lovrenc na Pohorju",201
"Women","2021","Luče",123
"Women","2021","Lukovica",771
"Women","2021","Majšperk",188
"Women","2021","Makole",128
"Women","2021","Maribor",29770
"Women","2021","Markovci",357
"Women","2021","Medvode",1833
"Women","2021","Mengeš",1069
"Women","2021","Metlika",1196
"Women","2021","Mežica",560
"Women","2021","Miklavž na Dravskem polju",489
"Women","2021","Miren - Kostanjevica",512
"Women","2021","Mirna",396
"Women","2021","Mirna Peč",187
"Women","2021","Mislinja",292
"Women","2021","Mokronog - Trebelno",350
"Women","2021","Moravče",374
"Women","2021","Moravske Toplice",676
"Women","2021","Mozirje",525
"Women","2021","Murska Sobota",6562
"Women","2021","Muta",453
"Women","2021","Naklo",928
"Women","2021","Nazarje",1352
"Women","2021","Nova Gorica",7074
"Women","2021","Novo mesto",11712
"Women","2021","Odranci",427
"Women","2021","Oplotnica",297
"Women","2021","Ormož",1461
"Women","2021","Osilnica",17
"Women","2021","Pesnica",602
"Women","2021","Piran/Pirano",3058
"Women","2021","Pivka",786
"Women","2021","Podčetrtek",555
"Women","2021","Podlehnik",154
"Women","2021","Podvelka",134
"Women","2021","Poljčane",778
"Women","2021","Polzela",624
"Women","2021","Postojna",2869
"Women","2021","Prebold",1204
"Women","2021","Preddvor",277
"Women","2021","Prevalje",855
"Women","2021","Ptuj",6512
"Women","2021","Puconci",383
"Women","2021","Rače - Fram",644
"Women","2021","Radeče",469
"Women","2021","Radenci",623
"Women","2021","Radlje ob Dravi",964
"Women","2021","Radovljica",3304
"Women","2021","Ravne na Koroškem",1776
"Women","2021","Razkrižje",71
"Women","2021","Rečica ob Savinji",119
"Women","2021","Renče - Vogrsko",533
"Women","2021","Ribnica",1301
"Women","2021","Ribnica na Pohorju",39
"Women","2021","Rogaška Slatina",2574
"Women","2021","Rogašovci",165
"Women","2021","Rogatec",265
"Women","2021","Ruše",806
"Women","2021","Selnica ob Dravi",378
"Women","2021","Semič",604
"Women","2021","Sevnica",2513
"Women","2021","Sežana",2668
"Women","2021","Slovenj Gradec",4287
"Women","2021","Slovenska Bistrica",3467
"Women","2021","Slovenske Konjice",2419
"Women","2021","Sodražica",195
"Women","2021","Solčava",57
"Women","2021","Središče ob Dravi",121
"Women","2021","Starše",197
"Women","2021","Straža",314
"Women","2021","Sveta Ana",117
"Women","2021","Sveta Trojica v Slov. goricah",108
"Women","2021","Sveti Andraž v Slov. goricah",58
"Women","2021","Sveti Jurij ob Ščavnici",167
"Women","2021","Sveti Jurij v Slov. goricah",86
"Women","2021","Sveti Tomaž",57
"Women","2021","Šalovci",109
"Women","2021","Šempeter - Vrtojba",2397
"Women","2021","Šenčur",1062
"Women","2021","Šentilj",758
"Women","2021","Šentjernej",880
"Women","2021","Šentjur",2294
"Women","2021","Šentrupert",298
"Women","2021","Škocjan",196
"Women","2021","Škofja Loka",4025
"Women","2021","Škofljica",1029
"Women","2021","Šmarje pri Jelšah",1025
"Women","2021","Šmarješke Toplice",394
"Women","2021","Šmartno ob Paki",253
"Women","2021","Šmartno pri Litiji",555
"Women","2021","Šoštanj",1202
"Women","2021","Štore",390
"Women","2021","Tabor",89
"Women","2021","Tišina",184
"Women","2021","Tolmin",1730
"Women","2021","Trbovlje",2066
"Women","2021","Trebnje",1963
"Women","2021","Trnovska vas",57
"Women","2021","Trzin",2640
"Women","2021","Tržič",1716
"Women","2021","Turnišče",525
"Women","2021","Velenje",7030
"Women","2021","Velika Polana",128
"Women","2021","Velike Lašče",332
"Women","2021","Veržej",190
"Women","2021","Videm",367
"Women","2021","Vipava",917
"Women","2021","Vitanje",158
"Women","2021","Vodice",392
"Women","2021","Vojnik",966
"Women","2021","Vransko",293
"Women","2021","Vrhnika",1981
"Women","2021","Vuzenica",168
"Women","2021","Zagorje ob Savi",2096
"Women","2021","Zavrč",56
"Women","2021","Zreče",1545
"Women","2021","Žalec",3746
"Women","2021","Železniki",1121
"Women","2021","Žetale",52
"Women","2021","Žiri",1065
"Women","2021","Žirovnica",304
"Women","2021","Žužemberk",486
"Women","2022","Ajdovščina",3025
"Women","2022","Ankaran/Ancarano",649
"Women","2022","Apače",172
"Women","2022","Beltinci",561
"Women","2022","Benedikt",193
"Women","2022","Bistrica ob Sotli",99
"Women","2022","Bled",1499
"Women","2022","Bloke",82
"Women","2022","Bohinj",692
"Women","2022","Borovnica",292
"Women","2022","Bovec",558
"Women","2022","Braslovče",392
"Women","2022","Brda",426
"Women","2022","Brezovica",1709
"Women","2022","Brežice",3467
"Women","2022","Cankova",109
"Women","2022","Celje",14071
"Women","2022","Cerklje na Gorenjskem",1546
"Women","2022","Cerknica",1812
"Women","2022","Cerkno",622
"Women","2022","Cerkvenjak",138
"Women","2022","Cirkulane",185
"Women","2022","Črenšovci",220
"Women","2022","Črna na Koroškem",377
"Women","2022","Črnomelj",1980
"Women","2022","Destrnik",106
"Women","2022","Divača",404
"Women","2022","Dobje",96
"Women","2022","Dobrepolje",417
"Women","2022","Dobrna",427
"Women","2022","Dobrova - Polhov Gradec",562
"Women","2022","Dobrovnik/Dobronak",114
"Women","2022","Dol pri Ljubljani",619
"Women","2022","Dolenjske Toplice",361
"Women","2022","Domžale",5710
"Women","2022","Dornava",518
"Women","2022","Dravograd",1123
"Women","2022","Duplek",384
"Women","2022","Gorenja vas - Poljane",684
"Women","2022","Gorišnica",333
"Women","2022","Gorje",185
"Women","2022","Gornja Radgona",1878
"Women","2022","Gornji Grad",218
"Women","2022","Gornji Petrovci",206
"Women","2022","Grad",77
"Women","2022","Grosuplje",2839
"Women","2022","Hajdina",391
"Women","2022","Hoče - Slivnica",1277
"Women","2022","Hodoš/Hodos",15
"Women","2022","Horjul",413
"Women","2022","Hrastnik",1070
"Women","2022","Hrpelje - Kozina",640
"Women","2022","Idrija",2163
"Women","2022","Ig",983
"Women","2022","Ilirska Bistrica",1413
"Women","2022","Ivančna Gorica",2139
"Women","2022","Izola/Isola",2888
"Women","2022","Jesenice",3218
"Women","2022","Jezersko",66
"Women","2022","Juršinci",109
"Women","2022","Kamnik",3835
"Women","2022","Kanal",443
"Women","2022","Kidričevo",1408
"Women","2022","Kobarid",490
"Women","2022","Kobilje",31
"Women","2022","Kočevje",2144
"Women","2022","Komen",285
"Women","2022","Komenda",1735
"Women","2022","Koper/Capodistria",10317
"Women","2022","Kostanjevica na Krki",476
"Women","2022","Kostel",44
"Women","2022","Kozje",233
"Women","2022","Kranj",10932
"Women","2022","Kranjska Gora",791
"Women","2022","Križevci",445
"Women","2022","Krško",4303
"Women","2022","Kungota",327
"Women","2022","Kuzma",178
"Women","2022","Laško",1669
"Women","2022","Lenart",2271
"Women","2022","Lendava/Lendva",1404
"Women","2022","Litija",1665
"Women","2022","Ljubljana",118126
"Women","2022","Ljubno",343
"Women","2022","Ljutomer",1627
"Women","2022","Log - Dragomer",262
"Women","2022","Logatec",2072
"Women","2022","Loška dolina",543
"Women","2022","Loški Potok",86
"Women","2022","Lovrenc na Pohorju",212
"Women","2022","Luče",114
"Women","2022","Lukovica",784
"Women","2022","Majšperk",188
"Women","2022","Makole",140
"Women","2022","Maribor",30131
"Women","2022","Markovci",380
"Women","2022","Medvode",1868
"Women","2022","Mengeš",1032
"Women","2022","Metlika",1231
"Women","2022","Mežica",593
"Women","2022","Miklavž na Dravskem polju",493
"Women","2022","Miren - Kostanjevica",532
"Women","2022","Mirna",392
"Women","2022","Mirna Peč",213
"Women","2022","Mislinja",322
"Women","2022","Mokronog - Trebelno",355
"Women","2022","Moravče",348
"Women","2022","Moravske Toplice",680
"Women","2022","Mozirje",531
"Women","2022","Murska Sobota",6586
"Women","2022","Muta",498
"Women","2022","Naklo",956
"Women","2022","Nazarje",1347
"Women","2022","Nova Gorica",7049
"Women","2022","Novo mesto",11696
"Women","2022","Odranci",430
"Women","2022","Oplotnica",301
"Women","2022","Ormož",1501
"Women","2022","Osilnica",16
"Women","2022","Pesnica",627
"Women","2022","Piran/Pirano",3135
"Women","2022","Pivka",775
"Women","2022","Podčetrtek",555
"Women","2022","Podlehnik",159
"Women","2022","Podvelka",137
"Women","2022","Poljčane",767
"Women","2022","Polzela",627
"Women","2022","Postojna",3017
"Women","2022","Prebold",1248
"Women","2022","Preddvor",310
"Women","2022","Prevalje",858
"Women","2022","Ptuj",6688
"Women","2022","Puconci",381
"Women","2022","Rače - Fram",671
"Women","2022","Radeče",460
"Women","2022","Radenci",623
"Women","2022","Radlje ob Dravi",1014
"Women","2022","Radovljica",3405
"Women","2022","Ravne na Koroškem",1806
"Women","2022","Razkrižje",69
"Women","2022","Rečica ob Savinji",128
"Women","2022","Renče - Vogrsko",531
"Women","2022","Ribnica",1306
"Women","2022","Ribnica na Pohorju",39
"Women","2022","Rogaška Slatina",2685
"Women","2022","Rogašovci",168
"Women","2022","Rogatec",268
"Women","2022","Ruše",799
"Women","2022","Selnica ob Dravi",406
"Women","2022","Semič",558
"Women","2022","Sevnica",2507
"Women","2022","Sežana",2679
"Women","2022","Slovenj Gradec",4375
"Women","2022","Slovenska Bistrica",3526
"Women","2022","Slovenske Konjice",2498
"Women","2022","Sodražica",198
"Women","2022","Solčava",59
"Women","2022","Središče ob Dravi",121
"Women","2022","Starše",195
"Women","2022","Straža",311
"Women","2022","Sveta Ana",121
"Women","2022","Sveta Trojica v Slov. goricah",123
"Women","2022","Sveti Andraž v Slov. goricah",62
"Women","2022","Sveti Jurij ob Ščavnici",180
"Women","2022","Sveti Jurij v Slov. goricah",83
"Women","2022","Sveti Tomaž",62
"Women","2022","Šalovci",106
"Women","2022","Šempeter - Vrtojba",2489
"Women","2022","Šenčur",1105
"Women","2022","Šentilj",751
"Women","2022","Šentjernej",923
"Women","2022","Šentjur",2319
"Women","2022","Šentrupert",290
"Women","2022","Škocjan",211
"Women","2022","Škofja Loka",4250
"Women","2022","Škofljica",1038
"Women","2022","Šmarje pri Jelšah",1086
"Women","2022","Šmarješke Toplice",370
"Women","2022","Šmartno ob Paki",252
"Women","2022","Šmartno pri Litiji",563
"Women","2022","Šoštanj",1182
"Women","2022","Štore",495
"Women","2022","Tabor",90
"Women","2022","Tišina",185
"Women","2022","Tolmin",1734
"Women","2022","Trbovlje",2120
"Women","2022","Trebnje",2016
"Women","2022","Trnovska vas",59
"Women","2022","Trzin",2733
"Women","2022","Tržič",1736
"Women","2022","Turnišče",544
"Women","2022","Velenje",6917
"Women","2022","Velika Polana",111
"Women","2022","Velike Lašče",324
"Women","2022","Veržej",180
"Women","2022","Videm",375
"Women","2022","Vipava",945
"Women","2022","Vitanje",165
"Women","2022","Vodice",409
"Women","2022","Vojnik",978
"Women","2022","Vransko",308
"Women","2022","Vrhnika",2057
"Women","2022","Vuzenica",181
"Women","2022","Zagorje ob Savi",2186
"Women","2022","Zavrč",64
